t,x,y
1,19.27452262733138,-0.7254773726686193
2,20.81588250213626,0.5405344452464897
3,22.26975648530226,1.8018060900112327
4,22.68067529503445,2.105611002838759
5,23.766803986233295,3.172571899190257
6,25.112016780352466,4.588723777457731
7,25.138491871207645,4.778098033538231
8,26.1082431982355,6.004244717488357
9,27.179623215018026,7.426727000132562
10,26.34478061969418,7.038571851512741
11,28.69298537186921,9.929589286119223
12,28.604146277829706,10.47988548198228
13,28.996517124254996,11.607565773923962
14,29.66065875003804,13.102694925448423
15,29.07350911312588,13.441366745739932
16,28.749151492691325,14.136473196293132
17,30.874365539822794,17.37325769920969
18,30.907360793029007,18.608052256942052
19,29.94903172190887,18.939537434978647
20,31.521753359786036,21.88754425111898
21,31.690037637080312,23.513718060730493
22,29.949085129687173,23.310079124735367
23,29.81266901136187,24.78691661676551
24,30.51687496980578,27.176539791716554
25,29.697975427462833,28.111164614480426
26,29.147240409460444,29.377738144467013
27,28.229277968078257,30.33629353406228
28,27.85756709399137,31.895498515823466
29,27.19490991139755,33.213124116083165
30,27.048411418168943,35.091041792907305
31,26.691123662417898,36.79688582309311
32,25.82207808835597,38.0241046011377
33,24.12980073369027,38.455495459503844
34,22.965252401245458,39.43616505727338
35,22.94252326811014,41.574244722506954
36,20.547785233429988,41.349863969378234
37,20.592737663908878,43.56861776733344
38,18.451876750967497,43.59885769298035
39,17.07037157479061,44.37958997558936
40,15.327893073228038,44.784326549051634
41,14.958173216776323,46.540666325967806
42,13.98957865535145,47.67089087392903
43,12.458684737303038,48.20556030903526
44,10.072531080608464,47.845790501766146
45,8.432493744572584,48.18714655962448
46,7.418731146536337,49.10410964839904
47,6.109160326062002,49.669073673435555
48,4.609932865758633,49.98284105089792
49,1.696166068839759,48.81537309214136
50,0.4847880810834386,49.2786536144138
51,-0.9415841754052503,49.45058457364156
52,-2.172096788207207,49.73755111917241
53,-4.345765956895479,48.99633040877425
54,-4.698546010507172,49.98703852345622
55,-6.79710630074194,49.13936746385784
56,-8.317947398201307,48.77348174729292
57,-10.206863117053937,47.94056803077177
58,-11.078527260603597,48.0232588227346
59,-14.173057752316781,45.77907757882755
60,-14.749263149807273,45.947200148950024
61,-15.005102186723812,46.32800190032815
62,-15.111618612944522,46.749128221008114
63,-17.73331277633652,44.545126940501994
64,-19.634242996372507,42.95134960255908
65,-21.44812334671135,41.33385496355034
66,-21.27287797850701,41.59485458066348
67,-21.906672399494212,40.9366800762042
68,-25.129787718866677,37.57990607470646
69,-24.316243725671562,38.15172295719578
70,-25.538462671662117,36.581267579029145
